as_of_date,name,total_return,annual_return,annual_volatility,sharpe,max_drawdown,win_rate,final_equity,trading_days,rebalance_count,avg_turnover
2026-05-08,strategy,0.12762336396922458,2.5295772386765596,0.342571072284197,3.9628087339092892,-0.05116888232524175,0.5416666666666666,1127623.3639692245,24,2,1.070327744324296
2026-05-08,universe_equal_weight,0.21536500468327624,6.752122633570029,0.33084762364029224,6.371108787848299,-0.03450892555451579,0.6666666666666666,1215365.0046832762,24,2,
